Textbox5
"Tarnowskie Góry / Szkoła Podstawowa nr 3 
stan na: 6/14/2025 4:43:30 PM"

tydzien,data_spotk,para,karta
tydz. od 16.12,2024-12-16,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 16.12,2024-12-16,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 16.12,2024-12-16,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 16.12,2024-12-16,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 16.12,2024-12-16,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 16.12,2024-12-18,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 16.12,2024-12-18,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 16.12,2024-12-18,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 16.12,2024-12-18,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 16.12,2024-12-18,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 16.12,2024-12-18,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 16.12,2024-12-18,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 16.12,2024-12-18,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 16.12,2024-12-19,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 16.12,2024-12-19,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 16.12,2024-12-19,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 16.12,2024-12-19,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 16.12,2024-12-19,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 16.12,2024-12-19,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 16.12,2024-12-19,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 16.12,2024-12-19,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 16.12,2024-12-20,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 16.12,2024-12-20,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 16.12,2024-12-20,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 16.12,2024-12-20,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 16.12,2024-12-20,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 16.12,2024-12-20,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 16.12,2024-12-20,W7Name W7Surname-K7Name K7Surname 2024-10-29,brak_zajec
tydz. od 16.12,2024-12-20,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 23.12,2024-12-23,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 23.12,2024-12-23,W2Name W2Surname-K2Name K2Surname 2024-10-31,brak_zajec
tydz. od 23.12,2024-12-23,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 23.12,2024-12-23,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 23.12,2024-12-23,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 23.12,2024-12-23,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 23.12,2024-12-23,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 23.12,2024-12-23,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 23.12,2024-12-25,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 23.12,2024-12-25,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 23.12,2024-12-25,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 23.12,2024-12-25,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 23.12,2024-12-25,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 23.12,2024-12-25,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 23.12,2024-12-25,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 23.12,2024-12-25,W8Name W8Surname-K8Name K8Surname 2024-10-29,brak_zajec
tydz. od 23.12,2024-12-26,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 23.12,2024-12-26,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 23.12,2024-12-26,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,brak_zajec
tydz. od 23.12,2024-12-26,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 23.12,2024-12-26,W5Name W5Surname-K5Name K5Surname 2024-10-10,brak_zajec
tydz. od 23.12,2024-12-26,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 23.12,2024-12-26,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 23.12,2024-12-26,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 23.12,2024-12-27,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 23.12,2024-12-27,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 23.12,2024-12-27,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 23.12,2024-12-27,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 23.12,2024-12-27,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 23.12,2024-12-27,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 23.12,2024-12-27,W7Name W7Surname-K7Name K7Surname 2024-10-29,brak_zajec
tydz. od 23.12,2024-12-27,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 30.12,2024-12-30,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 30.12,2024-12-30,W2Name W2Surname-K2Name K2Surname 2024-10-31,brak_zajec
tydz. od 30.12,2024-12-30,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 30.12,2024-12-30,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 30.12,2024-12-30,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 30.12,2024-12-30,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 30.12,2024-12-30,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 30.12,2024-12-30,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 30.12,2025-01-01,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 30.12,2025-01-01,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 30.12,2025-01-01,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 30.12,2025-01-01,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 30.12,2025-01-01,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 30.12,2025-01-01,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 30.12,2025-01-01,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 30.12,2025-01-01,W8Name W8Surname-K8Name K8Surname 2024-10-29,brak_zajec
tydz. od 30.12,2025-01-02,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 30.12,2025-01-02,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 30.12,2025-01-02,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,brak_zajec
tydz. od 30.12,2025-01-02,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 30.12,2025-01-02,W5Name W5Surname-K5Name K5Surname 2024-10-10,brak_zajec
tydz. od 30.12,2025-01-02,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 30.12,2025-01-02,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 30.12,2025-01-02,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 30.12,2025-01-03,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 30.12,2025-01-03,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 30.12,2025-01-03,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 30.12,2025-01-03,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 30.12,2025-01-03,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 30.12,2025-01-03,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 30.12,2025-01-03,W7Name W7Surname-K7Name K7Surname 2024-10-29,brak_zajec
tydz. od 30.12,2025-01-03,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 06.01,2025-01-06,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 06.01,2025-01-06,W2Name W2Surname-K2Name K2Surname 2024-10-31,brak_zajec
tydz. od 06.01,2025-01-06,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 06.01,2025-01-06,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 06.01,2025-01-06,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 06.01,2025-01-06,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 06.01,2025-01-06,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 06.01,2025-01-06,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 06.01,2025-01-08,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 06.01,2025-01-08,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 06.01,2025-01-08,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 06.01,2025-01-08,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 06.01,2025-01-08,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 06.01,2025-01-08,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 06.01,2025-01-08,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 06.01,2025-01-08,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 06.01,2025-01-09,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 06.01,2025-01-09,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 06.01,2025-01-09,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 06.01,2025-01-09,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 06.01,2025-01-09,W5Name W5Surname-K5Name K5Surname 2024-10-10,odwolal_wolontariusz
tydz. od 06.01,2025-01-09,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 06.01,2025-01-09,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 06.01,2025-01-09,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 06.01,2025-01-09,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 06.01,2025-01-09,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 06.01,2025-01-09,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 06.01,2025-01-09,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 06.01,2025-01-09,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 06.01,2025-01-09,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 06.01,2025-01-09,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 06.01,2025-01-09,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 06.01,2025-01-10,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 06.01,2025-01-10,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 06.01,2025-01-10,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 06.01,2025-01-10,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 06.01,2025-01-10,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 06.01,2025-01-10,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 06.01,2025-01-10,W7Name W7Surname-K7Name K7Surname 2024-10-29,brak_zajec
tydz. od 06.01,2025-01-10,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 06.01,2025-01-10,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 06.01,2025-01-10,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 06.01,2025-01-10,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 06.01,2025-01-10,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 06.01,2025-01-10,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 06.01,2025-01-10,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 06.01,2025-01-10,W7Name W7Surname-K7Name K7Surname 2024-10-29,odwolalo_dziecko
tydz. od 06.01,2025-01-10,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 13.01,2025-01-13,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 13.01,2025-01-13,W2Name W2Surname-K2Name K2Surname 2024-10-31,odwolalo_dziecko
tydz. od 13.01,2025-01-13,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 13.01,2025-01-13,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 13.01,2025-01-13,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 13.01,2025-01-13,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 13.01,2025-01-13,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 13.01,2025-01-13,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 13.01,2025-01-15,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 13.01,2025-01-15,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 13.01,2025-01-15,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 13.01,2025-01-15,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 13.01,2025-01-15,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 13.01,2025-01-15,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 13.01,2025-01-15,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 13.01,2025-01-15,W8Name W8Surname-K8Name K8Surname 2024-10-29,odwolal_wolontariusz
tydz. od 13.01,2025-01-16,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 13.01,2025-01-16,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 13.01,2025-01-16,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,odwolalo_dziecko
tydz. od 13.01,2025-01-16,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 13.01,2025-01-16,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 13.01,2025-01-16,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 13.01,2025-01-16,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 13.01,2025-01-16,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 13.01,2025-01-16,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 13.01,2025-01-16,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 13.01,2025-01-16,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 13.01,2025-01-16,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 13.01,2025-01-16,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 13.01,2025-01-16,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 13.01,2025-01-16,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 13.01,2025-01-16,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 13.01,2025-01-17,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 13.01,2025-01-17,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 13.01,2025-01-17,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 13.01,2025-01-17,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 13.01,2025-01-17,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 13.01,2025-01-17,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 13.01,2025-01-17,W7Name W7Surname-K7Name K7Surname 2024-10-29,odwolalo_dziecko
tydz. od 13.01,2025-01-17,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 13.01,2025-01-18,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 13.01,2025-01-18,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 13.01,2025-01-18,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 13.01,2025-01-18,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 13.01,2025-01-18,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 13.01,2025-01-18,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 13.01,2025-01-18,W7Name W7Surname-K7Name K7Surname 2024-10-29,odwolalo_dziecko
tydz. od 13.01,2025-01-18,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 20.01,2025-01-20,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 20.01,2025-01-20,W2Name W2Surname-K2Name K2Surname 2024-10-31,spotkanie_do_akceptacji
tydz. od 20.01,2025-01-20,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 20.01,2025-01-20,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 20.01,2025-01-20,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 20.01,2025-01-20,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 20.01,2025-01-20,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 20.01,2025-01-20,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 20.01,2025-01-22,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 20.01,2025-01-22,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 20.01,2025-01-22,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 20.01,2025-01-22,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 20.01,2025-01-22,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 20.01,2025-01-22,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 20.01,2025-01-22,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 20.01,2025-01-22,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_zaakceptowane
tydz. od 20.01,2025-01-23,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 20.01,2025-01-23,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 20.01,2025-01-23,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,odwolalo_dziecko
tydz. od 20.01,2025-01-23,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 20.01,2025-01-23,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 20.01,2025-01-23,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 20.01,2025-01-23,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 20.01,2025-01-23,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 20.01,2025-01-23,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 20.01,2025-01-23,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 20.01,2025-01-23,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 20.01,2025-01-23,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 20.01,2025-01-23,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 20.01,2025-01-23,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 20.01,2025-01-23,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 20.01,2025-01-23,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 20.01,2025-01-24,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 20.01,2025-01-24,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 20.01,2025-01-24,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 20.01,2025-01-24,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 20.01,2025-01-24,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 20.01,2025-01-24,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 20.01,2025-01-24,W7Name W7Surname-K7Name K7Surname 2024-10-29,odwolal_wolontariusz
tydz. od 20.01,2025-01-24,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 20.01,2025-01-26,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 20.01,2025-01-26,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 20.01,2025-01-26,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 20.01,2025-01-26,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 20.01,2025-01-26,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 20.01,2025-01-26,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 20.01,2025-01-26,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 20.01,2025-01-26,W8Name W8Surname-K8Name K8Surname 2024-10-29,odrabianie_zajec_do_akceptacji
tydz. od 27.01,2025-01-27,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 27.01,2025-01-27,W2Name W2Surname-K2Name K2Surname 2024-10-31,odwolalo_dziecko
tydz. od 27.01,2025-01-27,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 27.01,2025-01-27,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 27.01,2025-01-27,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 27.01,2025-01-27,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 27.01,2025-01-27,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 27.01,2025-01-27,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 27.01,2025-01-30,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 27.01,2025-01-30,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 27.01,2025-01-30,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 27.01,2025-01-30,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 27.01,2025-01-30,W5Name W5Surname-K5Name K5Surname 2024-10-10,spotkanie_do_akceptacji
tydz. od 27.01,2025-01-30,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 27.01,2025-01-30,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 27.01,2025-01-30,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 27.01,2025-01-30,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 27.01,2025-01-30,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 27.01,2025-01-30,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,spotkanie_zaakceptowane
tydz. od 27.01,2025-01-30,W4Name W4Surname-K4Name K4Surname 2025-01-24,spotkanie_zaakceptowane
tydz. od 27.01,2025-01-30,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 27.01,2025-01-30,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 27.01,2025-01-30,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 27.01,2025-01-30,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 27.01,2025-01-31,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 27.01,2025-01-31,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 27.01,2025-01-31,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 27.01,2025-01-31,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 27.01,2025-01-31,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 27.01,2025-01-31,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 27.01,2025-01-31,W7Name W7Surname-K7Name K7Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 27.01,2025-01-31,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 27.01,2025-01-31,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 27.01,2025-01-31,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 27.01,2025-01-31,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 27.01,2025-01-31,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 27.01,2025-01-31,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 27.01,2025-01-31,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 27.01,2025-01-31,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 27.01,2025-01-31,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_zaakceptowane
tydz. od 03.02,2025-02-03,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 03.02,2025-02-03,W2Name W2Surname-K2Name K2Surname 2024-10-31,spotkanie_zaakceptowane
tydz. od 03.02,2025-02-03,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 03.02,2025-02-03,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 03.02,2025-02-03,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 03.02,2025-02-03,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 03.02,2025-02-03,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 03.02,2025-02-03,W8Name W8Surname-K8Name K8Surname 2024-10-29,
tydz. od 03.02,2025-02-05,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 03.02,2025-02-05,W2Name W2Surname-K2Name K2Surname 2024-10-31,
tydz. od 03.02,2025-02-05,W3Name W3Surname-K3Name K3Surname-K3Surname 2024-10-10,
tydz. od 03.02,2025-02-05,W4Name W4Surname-K4Name K4Surname 2025-01-24,
tydz. od 03.02,2025-02-05,W5Name W5Surname-K5Name K5Surname 2024-10-10,
tydz. od 03.02,2025-02-05,W6Name W6Surname-K6Name K6Surname 2025-01-24,
tydz. od 03.02,2025-02-05,W7Name W7Surname-K7Name K7Surname 2024-10-29,
tydz. od 03.02,2025-02-05,W8Name W8Surname-K8Name K8Surname 2024-10-29,spotkanie_do_akceptacji
tydz. od 03.02,2025-02-06,W1Name W1Surname-K1Name K1Surname 2025-04-09,
tydz. od 03.02,2025-02-06,W2Name W2Surname-K2Name K2Surname 2024-10-31,
