Textbox5
"Częstochowa / Szkoła Podstawowa nr 4 
stan na: 6/14/2025 4:43:30 PM"

tydzien,data_spotk,para,karta
tydz. od 23.12,2024-12-27,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,brak_zajec
tydz. od 23.12,2024-12-27,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 23.12,2024-12-27,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 23.12,2024-12-27,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 23.12,2024-12-27,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 23.12,2024-12-27,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 30.12,2024-12-31,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 30.12,2024-12-31,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 30.12,2024-12-31,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 30.12,2024-12-31,W4Name W4Surname-K4Name K4Surname 2025-02-25,brak_zajec
tydz. od 30.12,2024-12-31,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 30.12,2024-12-31,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 30.12,2024-12-31,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 30.12,2024-12-31,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 30.12,2025-01-01,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 30.12,2025-01-01,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 30.12,2025-01-01,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 30.12,2025-01-01,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 30.12,2025-01-01,W5Name W5Surname-K5Name K5Surname 2024-11-20,brak_zajec
tydz. od 30.12,2025-01-01,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 30.12,2025-01-01,W7Name W7Surname-K7Name K7Surname 2024-10-28,brak_zajec
tydz. od 30.12,2025-01-01,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 30.12,2025-01-02,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 30.12,2025-01-02,W2Name W2Surname-K2Name K2Surname 2024-10-28,brak_zajec
tydz. od 30.12,2025-01-02,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 30.12,2025-01-02,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 30.12,2025-01-02,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 30.12,2025-01-02,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 30.12,2025-01-02,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 30.12,2025-01-02,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 30.12,2025-01-03,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 30.12,2025-01-03,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 30.12,2025-01-03,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,brak_zajec
tydz. od 30.12,2025-01-03,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 30.12,2025-01-03,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 30.12,2025-01-03,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 30.12,2025-01-03,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 30.12,2025-01-03,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 06.01,2025-01-08,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 06.01,2025-01-08,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 06.01,2025-01-08,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 06.01,2025-01-08,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 06.01,2025-01-08,W5Name W5Surname-K5Name K5Surname 2024-11-20,odwolal_wolontariusz
tydz. od 06.01,2025-01-08,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 06.01,2025-01-08,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 06.01,2025-01-08,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 06.01,2025-01-08,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 06.01,2025-01-08,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 06.01,2025-01-08,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 06.01,2025-01-08,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 06.01,2025-01-08,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 06.01,2025-01-08,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 06.01,2025-01-08,W7Name W7Surname-K7Name K7Surname 2024-10-28,spotkanie_zaakceptowane
tydz. od 06.01,2025-01-08,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 06.01,2025-01-09,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 06.01,2025-01-09,W2Name W2Surname-K2Name K2Surname 2024-10-28,odwolalo_dziecko
tydz. od 06.01,2025-01-09,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 06.01,2025-01-09,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 06.01,2025-01-09,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 06.01,2025-01-09,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 06.01,2025-01-09,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 06.01,2025-01-09,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 06.01,2025-01-09,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 06.01,2025-01-09,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 06.01,2025-01-09,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 06.01,2025-01-09,W4Name W4Surname-K4Name K4Surname 2025-02-25,spotkanie_zaakceptowane
tydz. od 06.01,2025-01-09,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 06.01,2025-01-09,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 06.01,2025-01-09,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 06.01,2025-01-09,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 06.01,2025-01-10,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 06.01,2025-01-10,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 06.01,2025-01-10,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,spotkanie_do_akceptacji
tydz. od 06.01,2025-01-10,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 06.01,2025-01-10,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 06.01,2025-01-10,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 06.01,2025-01-10,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 06.01,2025-01-10,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 13.01,2025-01-15,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 13.01,2025-01-15,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 13.01,2025-01-15,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 13.01,2025-01-15,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 13.01,2025-01-15,W5Name W5Surname-K5Name K5Surname 2024-11-20,odwolal_wolontariusz
tydz. od 13.01,2025-01-15,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 13.01,2025-01-15,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 13.01,2025-01-15,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 13.01,2025-01-15,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 13.01,2025-01-15,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 13.01,2025-01-15,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 13.01,2025-01-15,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 13.01,2025-01-15,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 13.01,2025-01-15,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 13.01,2025-01-15,W7Name W7Surname-K7Name K7Surname 2024-10-28,spotkanie_zaakceptowane
tydz. od 13.01,2025-01-15,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 13.01,2025-01-16,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 13.01,2025-01-16,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 13.01,2025-01-16,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 13.01,2025-01-16,W4Name W4Surname-K4Name K4Surname 2025-02-25,odwolal_wolontariusz
tydz. od 13.01,2025-01-16,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 13.01,2025-01-16,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 13.01,2025-01-16,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 13.01,2025-01-16,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 13.01,2025-01-16,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 13.01,2025-01-16,W2Name W2Surname-K2Name K2Surname 2024-10-28,odwolalo_dziecko
tydz. od 13.01,2025-01-16,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 13.01,2025-01-16,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 13.01,2025-01-16,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 13.01,2025-01-16,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 13.01,2025-01-16,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 13.01,2025-01-16,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 13.01,2025-01-17,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 13.01,2025-01-17,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 13.01,2025-01-17,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,spotkanie_zaakceptowane
tydz. od 13.01,2025-01-17,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 13.01,2025-01-17,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 13.01,2025-01-17,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 13.01,2025-01-17,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 13.01,2025-01-17,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 20.01,2025-01-20,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 20.01,2025-01-20,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 20.01,2025-01-20,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 20.01,2025-01-20,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 20.01,2025-01-20,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 20.01,2025-01-20,W6Name W6Surname-K6Name K6Surname 2025-01-09,spotkanie_zaakceptowane
tydz. od 20.01,2025-01-20,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 20.01,2025-01-20,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 20.01,2025-01-22,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 20.01,2025-01-22,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 20.01,2025-01-22,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 20.01,2025-01-22,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 20.01,2025-01-22,W5Name W5Surname-K5Name K5Surname 2024-11-20,spotkanie_do_akceptacji
tydz. od 20.01,2025-01-22,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 20.01,2025-01-22,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 20.01,2025-01-22,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 20.01,2025-01-23,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 20.01,2025-01-23,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 20.01,2025-01-23,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 20.01,2025-01-23,W4Name W4Surname-K4Name K4Surname 2025-02-25,odwolal_wolontariusz
tydz. od 20.01,2025-01-23,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 20.01,2025-01-23,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 20.01,2025-01-23,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 20.01,2025-01-23,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 20.01,2025-01-23,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 20.01,2025-01-23,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 20.01,2025-01-23,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 20.01,2025-01-23,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 20.01,2025-01-23,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 20.01,2025-01-23,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 20.01,2025-01-23,W7Name W7Surname-K7Name K7Surname 2024-10-28,spotkanie_do_akceptacji
tydz. od 20.01,2025-01-23,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 20.01,2025-01-23,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 20.01,2025-01-23,W2Name W2Surname-K2Name K2Surname 2024-10-28,spotkanie_zaakceptowane
tydz. od 20.01,2025-01-23,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 20.01,2025-01-23,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 20.01,2025-01-23,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 20.01,2025-01-23,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 20.01,2025-01-23,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 20.01,2025-01-23,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 20.01,2025-01-24,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 20.01,2025-01-24,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 20.01,2025-01-24,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,odwolalo_dziecko
tydz. od 20.01,2025-01-24,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 20.01,2025-01-24,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 20.01,2025-01-24,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 20.01,2025-01-24,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 20.01,2025-01-24,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 27.01,2025-01-27,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 27.01,2025-01-27,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 27.01,2025-01-27,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 27.01,2025-01-27,W4Name W4Surname-K4Name K4Surname 2025-02-25,odwolal_wolontariusz
tydz. od 27.01,2025-01-27,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 27.01,2025-01-27,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 27.01,2025-01-27,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 27.01,2025-01-27,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 27.01,2025-01-27,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 27.01,2025-01-27,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 27.01,2025-01-27,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 27.01,2025-01-27,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 27.01,2025-01-27,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 27.01,2025-01-27,W6Name W6Surname-K6Name K6Surname 2025-01-09,spotkanie_do_akceptacji
tydz. od 27.01,2025-01-27,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 27.01,2025-01-27,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 27.01,2025-01-28,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 27.01,2025-01-28,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 27.01,2025-01-28,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 27.01,2025-01-28,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 27.01,2025-01-28,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 27.01,2025-01-28,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 27.01,2025-01-28,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 27.01,2025-01-28,W8Name W8Surname-K8Name K8Surname 2025-01-15,odwolalo_dziecko
tydz. od 27.01,2025-01-29,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 27.01,2025-01-29,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 27.01,2025-01-29,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 27.01,2025-01-29,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 27.01,2025-01-29,W5Name W5Surname-K5Name K5Surname 2024-11-20,odwolalo_dziecko
tydz. od 27.01,2025-01-29,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 27.01,2025-01-29,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 27.01,2025-01-29,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 27.01,2025-01-29,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 27.01,2025-01-29,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 27.01,2025-01-29,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 27.01,2025-01-29,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 27.01,2025-01-29,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 27.01,2025-01-29,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 27.01,2025-01-29,W7Name W7Surname-K7Name K7Surname 2024-10-28,spotkanie_do_akceptacji
tydz. od 27.01,2025-01-29,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 27.01,2025-01-30,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 27.01,2025-01-30,W2Name W2Surname-K2Name K2Surname 2024-10-28,spotkanie_do_akceptacji
tydz. od 27.01,2025-01-30,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 27.01,2025-01-30,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 27.01,2025-01-30,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 27.01,2025-01-30,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 27.01,2025-01-30,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 27.01,2025-01-30,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 27.01,2025-01-31,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 27.01,2025-01-31,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 27.01,2025-01-31,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,odwolalo_dziecko
tydz. od 27.01,2025-01-31,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 27.01,2025-01-31,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 27.01,2025-01-31,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 27.01,2025-01-31,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 27.01,2025-01-31,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 03.02,2025-02-03,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 03.02,2025-02-03,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 03.02,2025-02-03,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 03.02,2025-02-03,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 03.02,2025-02-03,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 03.02,2025-02-03,W6Name W6Surname-K6Name K6Surname 2025-01-09,spotkanie_do_akceptacji
tydz. od 03.02,2025-02-03,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 03.02,2025-02-03,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 03.02,2025-02-04,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 03.02,2025-02-04,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 03.02,2025-02-04,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 03.02,2025-02-04,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 03.02,2025-02-04,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 03.02,2025-02-04,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 03.02,2025-02-04,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 03.02,2025-02-04,W8Name W8Surname-K8Name K8Surname 2025-01-15,odwolalo_dziecko
tydz. od 03.02,2025-02-05,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 03.02,2025-02-05,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 03.02,2025-02-05,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 03.02,2025-02-05,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 03.02,2025-02-05,W5Name W5Surname-K5Name K5Surname 2024-11-20,spotkanie_do_akceptacji
tydz. od 03.02,2025-02-05,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 03.02,2025-02-05,W7Name W7Surname-K7Name K7Surname 2024-10-28,spotkanie_do_akceptacji
tydz. od 03.02,2025-02-05,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 03.02,2025-02-06,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 03.02,2025-02-06,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 03.02,2025-02-06,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 03.02,2025-02-06,W4Name W4Surname-K4Name K4Surname 2025-02-25,odwolal_wolontariusz
tydz. od 03.02,2025-02-06,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 03.02,2025-02-06,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 03.02,2025-02-06,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 03.02,2025-02-06,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 03.02,2025-02-06,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 03.02,2025-02-06,W2Name W2Surname-K2Name K2Surname 2024-10-28,spotkanie_zaakceptowane
tydz. od 03.02,2025-02-06,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 03.02,2025-02-06,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 03.02,2025-02-06,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 03.02,2025-02-06,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 03.02,2025-02-06,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 03.02,2025-02-06,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 03.02,2025-02-07,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 03.02,2025-02-07,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 03.02,2025-02-07,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,spotkanie_do_akceptacji
tydz. od 03.02,2025-02-07,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 03.02,2025-02-07,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 03.02,2025-02-07,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 03.02,2025-02-07,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 03.02,2025-02-07,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 10.02,2025-02-10,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 10.02,2025-02-10,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 10.02,2025-02-10,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 10.02,2025-02-10,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 10.02,2025-02-10,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 10.02,2025-02-10,W6Name W6Surname-K6Name K6Surname 2025-01-09,spotkanie_zaakceptowane
tydz. od 10.02,2025-02-10,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 10.02,2025-02-10,W8Name W8Surname-K8Name K8Surname 2025-01-15,
tydz. od 10.02,2025-02-11,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 10.02,2025-02-11,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 10.02,2025-02-11,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 10.02,2025-02-11,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 10.02,2025-02-11,W5Name W5Surname-K5Name K5Surname 2024-11-20,
tydz. od 10.02,2025-02-11,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 10.02,2025-02-11,W7Name W7Surname-K7Name K7Surname 2024-10-28,
tydz. od 10.02,2025-02-11,W8Name W8Surname-K8Name K8Surname 2025-01-15,spotkanie_zaakceptowane
tydz. od 10.02,2025-02-12,W1Name W1Surname-K1Name K1Surname 2025-03-13,
tydz. od 10.02,2025-02-12,W2Name W2Surname-K2Name K2Surname 2024-10-28,
tydz. od 10.02,2025-02-12,W3Name W3Surname-W3Surname-K3Name K3Surname 2024-10-28,
tydz. od 10.02,2025-02-12,W4Name W4Surname-K4Name K4Surname 2025-02-25,
tydz. od 10.02,2025-02-12,W5Name W5Surname-K5Name K5Surname 2024-11-20,spotkanie_do_akceptacji
tydz. od 10.02,2025-02-12,W6Name W6Surname-K6Name K6Surname 2025-01-09,
tydz. od 10.02,2025-02-12,W7Name W7Surname-K7Name K7Surname 2024-10-28,spotkanie_do_akceptacji
tydz. od 10.02,2025-02-12,W8Name W8Surname-K8Name K8Surname 2025-01-15,
