Textbox5
"Katowice / Szkoła Podstawowa nr 1 
stan na: 6/14/2025 4:43:30 PM"

tydzien,data_spotk,para,karta
tydz. od 23.12,2024-12-26,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 23.12,2024-12-26,W12Name W12Surname-K12Name K12Surname 2024-11-29,brak_zajec
tydz. od 23.12,2024-12-27,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 23.12,2024-12-27,W2Name W2Surname-K2Name K2Surname 2024-10-30,brak_zajec
tydz. od 23.12,2024-12-27,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 23.12,2024-12-27,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 23.12,2024-12-27,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 23.12,2024-12-27,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 23.12,2024-12-27,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 23.12,2024-12-27,W8Name W8Surname-K8Name K8Surname 2024-10-11,brak_zajec
tydz. od 23.12,2024-12-27,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 23.12,2024-12-27,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 23.12,2024-12-27,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 23.12,2024-12-27,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 30.12,2024-12-30,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 30.12,2024-12-30,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 30.12,2024-12-30,W3Name W3Surname-K3Name K3Surname 2024-11-10,brak_zajec
tydz. od 30.12,2024-12-30,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 30.12,2024-12-30,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 30.12,2024-12-30,W6Name W6Surname-K6Name K6Surname 2024-12-02,brak_zajec
tydz. od 30.12,2024-12-30,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 30.12,2024-12-30,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 30.12,2024-12-30,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 30.12,2024-12-30,W10Name W10Surname-K10Name K10Surname 2024-10-23,brak_zajec
tydz. od 30.12,2024-12-30,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 30.12,2024-12-30,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 30.12,2024-12-31,W1Name W1Surname-K1Name K1Surname 2025-03-03,brak_zajec
tydz. od 30.12,2024-12-31,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 30.12,2024-12-31,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 30.12,2024-12-31,W4Name W4Surname-K4Name K4Surname 2024-12-02,brak_zajec
tydz. od 30.12,2024-12-31,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 30.12,2024-12-31,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 30.12,2024-12-31,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 30.12,2024-12-31,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 30.12,2024-12-31,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 30.12,2024-12-31,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 30.12,2024-12-31,W11Name W11Surname-K11Name K11Surname 2024-10-15,brak_zajec
tydz. od 30.12,2024-12-31,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 30.12,2025-01-01,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 30.12,2025-01-01,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 30.12,2025-01-01,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 30.12,2025-01-01,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 30.12,2025-01-01,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 30.12,2025-01-01,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 30.12,2025-01-01,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 30.12,2025-01-01,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 30.12,2025-01-01,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 30.12,2025-01-01,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 30.12,2025-01-01,W11Name W11Surname-K11Name K11Surname 2024-10-15,brak_zajec
tydz. od 30.12,2025-01-01,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 30.12,2025-01-02,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 30.12,2025-01-02,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 30.12,2025-01-02,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 30.12,2025-01-02,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 30.12,2025-01-02,W5Name W5Surname-K5Name K5Surname 2024-12-02,brak_zajec
tydz. od 30.12,2025-01-02,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 30.12,2025-01-02,W7Name W7Surname-K7Name K7Surname 2024-10-25,brak_zajec
tydz. od 30.12,2025-01-02,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 30.12,2025-01-02,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 30.12,2025-01-02,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 30.12,2025-01-02,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 30.12,2025-01-02,W12Name W12Surname-K12Name K12Surname 2024-11-29,brak_zajec
tydz. od 30.12,2025-01-03,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 30.12,2025-01-03,W2Name W2Surname-K2Name K2Surname 2024-10-30,brak_zajec
tydz. od 30.12,2025-01-03,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 30.12,2025-01-03,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 30.12,2025-01-03,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 30.12,2025-01-03,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 30.12,2025-01-03,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 30.12,2025-01-03,W8Name W8Surname-K8Name K8Surname 2024-10-11,brak_zajec
tydz. od 30.12,2025-01-03,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 30.12,2025-01-03,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 30.12,2025-01-03,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 30.12,2025-01-03,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 06.01,2025-01-06,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 06.01,2025-01-06,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 06.01,2025-01-06,W3Name W3Surname-K3Name K3Surname 2024-11-10,brak_zajec
tydz. od 06.01,2025-01-06,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 06.01,2025-01-06,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 06.01,2025-01-06,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 06.01,2025-01-06,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 06.01,2025-01-06,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 06.01,2025-01-06,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-06,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 06.01,2025-01-06,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 06.01,2025-01-06,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 06.01,2025-01-07,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 06.01,2025-01-07,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 06.01,2025-01-07,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 06.01,2025-01-07,W4Name W4Surname-K4Name K4Surname 2024-12-02,spotkanie_zaakceptowane
tydz. od 06.01,2025-01-07,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 06.01,2025-01-07,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 06.01,2025-01-07,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 06.01,2025-01-07,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 06.01,2025-01-07,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-07,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 06.01,2025-01-07,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 06.01,2025-01-07,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 06.01,2025-01-08,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 06.01,2025-01-08,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 06.01,2025-01-08,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 06.01,2025-01-08,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 06.01,2025-01-08,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 06.01,2025-01-08,W6Name W6Surname-K6Name K6Surname 2024-12-02,odwolal_wolontariusz
tydz. od 06.01,2025-01-08,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 06.01,2025-01-08,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 06.01,2025-01-08,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-08,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 06.01,2025-01-08,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 06.01,2025-01-08,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 06.01,2025-01-08,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 06.01,2025-01-08,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 06.01,2025-01-08,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 06.01,2025-01-08,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 06.01,2025-01-08,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 06.01,2025-01-08,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 06.01,2025-01-08,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 06.01,2025-01-08,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 06.01,2025-01-08,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-08,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 06.01,2025-01-08,W11Name W11Surname-K11Name K11Surname 2024-10-15,spotkanie_do_akceptacji
tydz. od 06.01,2025-01-08,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 06.01,2025-01-09,W1Name W1Surname-K1Name K1Surname 2025-03-03,odwolal_wolontariusz
tydz. od 06.01,2025-01-09,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 06.01,2025-01-09,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 06.01,2025-01-09,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 06.01,2025-01-09,W5Name W5Surname-K5Name K5Surname 2024-12-02,odwolal_wolontariusz
tydz. od 06.01,2025-01-09,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 06.01,2025-01-09,W7Name W7Surname-K7Name K7Surname 2024-10-25,odwolal_wolontariusz
tydz. od 06.01,2025-01-09,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 06.01,2025-01-09,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-09,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 06.01,2025-01-09,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 06.01,2025-01-09,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 06.01,2025-01-09,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 06.01,2025-01-09,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 06.01,2025-01-09,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 06.01,2025-01-09,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 06.01,2025-01-09,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 06.01,2025-01-09,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 06.01,2025-01-09,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 06.01,2025-01-09,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 06.01,2025-01-09,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-09,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 06.01,2025-01-09,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 06.01,2025-01-09,W12Name W12Surname-K12Name K12Surname 2024-11-29,spotkanie_zaakceptowane
tydz. od 06.01,2025-01-10,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 06.01,2025-01-10,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 06.01,2025-01-10,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 06.01,2025-01-10,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 06.01,2025-01-10,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 06.01,2025-01-10,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 06.01,2025-01-10,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 06.01,2025-01-10,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 06.01,2025-01-10,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-10,W10Name W10Surname-K10Name K10Surname 2024-10-23,odwolal_wolontariusz
tydz. od 06.01,2025-01-10,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 06.01,2025-01-10,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 06.01,2025-01-10,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 06.01,2025-01-10,W2Name W2Surname-K2Name K2Surname 2024-10-30,spotkanie_zaakceptowane
tydz. od 06.01,2025-01-10,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 06.01,2025-01-10,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 06.01,2025-01-10,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 06.01,2025-01-10,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 06.01,2025-01-10,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 06.01,2025-01-10,W8Name W8Surname-K8Name K8Surname 2024-10-11,spotkanie_zaakceptowane
tydz. od 06.01,2025-01-10,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 06.01,2025-01-10,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 06.01,2025-01-10,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 06.01,2025-01-10,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-13,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-13,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-13,W3Name W3Surname-K3Name K3Surname 2024-11-10,spotkanie_do_akceptacji
tydz. od 13.01,2025-01-13,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-13,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-13,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-13,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-13,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-13,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-13,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-13,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-13,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-13,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-13,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-13,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-13,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-13,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-13,W6Name W6Surname-K6Name K6Surname 2024-12-02,spotkanie_zaakceptowane
tydz. od 13.01,2025-01-13,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-13,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-13,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-13,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-13,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-13,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-14,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-14,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-14,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-14,W4Name W4Surname-K4Name K4Surname 2024-12-02,spotkanie_do_akceptacji
tydz. od 13.01,2025-01-14,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-14,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-14,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-14,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-14,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-14,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-14,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-14,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-15,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-15,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-15,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-15,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-15,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-15,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-15,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-15,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-15,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-15,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-15,W11Name W11Surname-K11Name K11Surname 2024-10-15,spotkanie_zaakceptowane
tydz. od 13.01,2025-01-15,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-16,W1Name W1Surname-K1Name K1Surname 2025-03-03,odwolal_wolontariusz
tydz. od 13.01,2025-01-16,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-16,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-16,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-16,W8Name W8Surname-K8Name K8Surname 2024-10-11,odwolal_wolontariusz
tydz. od 13.01,2025-01-16,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-16,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-16,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-16,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-16,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-16,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-16,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-16,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W5Name W5Surname-K5Name K5Surname 2024-12-02,spotkanie_do_akceptacji
tydz. od 13.01,2025-01-16,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-16,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-16,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-16,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-16,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-16,W12Name W12Surname-K12Name K12Surname 2024-11-29,spotkanie_do_akceptacji
tydz. od 13.01,2025-01-16,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-16,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-16,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-16,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-16,W7Name W7Surname-K7Name K7Surname 2024-10-25,spotkanie_zaakceptowane
tydz. od 13.01,2025-01-16,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-16,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-16,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-16,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-16,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-17,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-17,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 13.01,2025-01-17,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-17,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-17,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-17,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-17,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-17,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-17,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-17,W10Name W10Surname-K10Name K10Surname 2024-10-23,odwolal_wolontariusz
tydz. od 13.01,2025-01-17,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-17,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 13.01,2025-01-17,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 13.01,2025-01-17,W2Name W2Surname-K2Name K2Surname 2024-10-30,spotkanie_do_akceptacji
tydz. od 13.01,2025-01-17,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 13.01,2025-01-17,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 13.01,2025-01-17,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 13.01,2025-01-17,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 13.01,2025-01-17,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 13.01,2025-01-17,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 13.01,2025-01-17,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 13.01,2025-01-17,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 13.01,2025-01-17,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 13.01,2025-01-17,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 20.01,2025-01-20,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 20.01,2025-01-20,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 20.01,2025-01-20,W3Name W3Surname-K3Name K3Surname 2024-11-10,odwolal_wolontariusz
tydz. od 20.01,2025-01-20,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 20.01,2025-01-20,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 20.01,2025-01-20,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 20.01,2025-01-20,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 20.01,2025-01-20,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 20.01,2025-01-20,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 20.01,2025-01-20,W10Name W10Surname-K10Name K10Surname 2024-10-23,
tydz. od 20.01,2025-01-20,W11Name W11Surname-K11Name K11Surname 2024-10-15,
tydz. od 20.01,2025-01-20,W12Name W12Surname-K12Name K12Surname 2024-11-29,
tydz. od 20.01,2025-01-20,W1Name W1Surname-K1Name K1Surname 2025-03-03,
tydz. od 20.01,2025-01-20,W2Name W2Surname-K2Name K2Surname 2024-10-30,
tydz. od 20.01,2025-01-20,W3Name W3Surname-K3Name K3Surname 2024-11-10,
tydz. od 20.01,2025-01-20,W4Name W4Surname-K4Name K4Surname 2024-12-02,
tydz. od 20.01,2025-01-20,W5Name W5Surname-K5Name K5Surname 2024-12-02,
tydz. od 20.01,2025-01-20,W6Name W6Surname-K6Name K6Surname 2024-12-02,
tydz. od 20.01,2025-01-20,W7Name W7Surname-K7Name K7Surname 2024-10-25,
tydz. od 20.01,2025-01-20,W8Name W8Surname-K8Name K8Surname 2024-10-11,
tydz. od 20.01,2025-01-20,W9Name W9Surname-K9Name K9Surname 2025-01-18,
tydz. od 20.01,2025-01-20,W10Name W10Surname-K10Name K10Surname 2024-10-23,spotkanie_zaakceptowane
tydz. od 20.01,2025-01-20,W11Name W11Surname-K11Name K11Surname 2024-10-15,
